key,ceo_effect_list,point_change_per_turn_if_active,title,description,icon_path,opinion_topic_modifier
3k_main_ancillary_porcelain_cup,3k_main_ancillary_accessory_porcelain_cup,0,Porcelain Cup,Tea brings perfect balance to the mind; it is only right that its receptacle is perfect also.,accessories/3k_main_ancillary_porcelain_cup.png,
3k_main_ancillary_prefect,3k_main_ancillary_follower_prefect,0,Prefect,"The governor can share surplus food, or take it away, with a mere wave of his hand.",followers/3k_main_ancillary_prefect.png,
3k_main_ancillary_professional_instructor,3k_main_ancillary_follower_professional_instuctor,0,Professional Instructor,"You're never too old, or too powerful, to learn something new.",followers/3k_main_ancillary_professional_instructor.png,
3k_main_ancillary_professor,3k_main_ancillary_follower_professor,0,Professor,What use is all that knowledge if it is not passed on to the coming generation?,followers/3k_main_ancillary_professor.png,
3k_main_ancillary_provincial_advisor,3k_main_ancillary_follower_provincial_advisor,0,Provincial Advisor,"This man knows both the land and its people, and can organise them both.",followers/3k_main_ancillary_provincial_advisor.png,
3k_main_ancillary_provincial_auditor,3k_main_ancillary_follower_provincial_auditor,0,Provincial Auditor,You cannot hide from the state.,followers/3k_main_ancillary_provincial_auditor.png,
3k_main_ancillary_red_elite,3k_main_ancillary_mount_red_elite,0,Red Elite,Truly the lord of all horses.,mounts/3k_main_ancillary_red_elite.png,
3k_main_ancillary_red_hare,3k_main_ancillary_mount_red_hare,0,Red Hare,"Ash red, this horse stands out, and can traverse the kingdom as if it were flat.",mounts/3k_main_ancillary_red_hare.png,
3k_main_ancillary_red_horse,3k_main_ancillary_mount_red_horse,0,Red Horse,More than adequate for average journeys.,mounts/3k_main_ancillary_red_horse.png,
3k_main_ancillary_red_stallion,3k_main_ancillary_mount_red_stallion,0,Red Stallion,A superior specimen indeed.,mounts/3k_main_ancillary_red_stallion.png,
3k_main_ancillary_red_thoroughbred,3k_main_ancillary_mount_red_thoroughbred,0,Red Thoroughbred,This horse has shown great promise at an exceptionally young age.,mounts/3k_main_ancillary_red_thoroughbred.png,
3k_main_ancillary_rites_of_zhou,3k_main_ancillary_accessory_rites_of_zhou,0,Rites of Zhou,"""Bureaucracy, codified? The exquisite irony is not lost on me…""",accessories/3k_main_ancillary_rites_of_zhou.png,
3k_main_ancillary_scholar,3k_main_ancillary_follower_scholar,0,Scholar,"Before specialisation, learn the basics.",followers/3k_main_ancillary_scholar.png,
3k_main_ancillary_serpent_spear,3k_main_ancillary_weapon_serpent_spear,0,Serpent Spear,Coils of the serpent unwind.,weapons/3k_main_ancillary_serpent_spear.png,
3k_main_ancillary_shadow_runner,3k_main_ancillary_mount_shadow_runner,0,Shadow Runner,A horse fast enough to outrun its own shadow!,mounts/3k_main_ancillary_shadow_runner.png,
3k_main_ancillary_shi_xies_armour_unique,3k_main_ancillary_armour_shi_xies_armour_unique,0,Shi Xie's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_dlc06_ancillary_shi_xie.png,
3k_main_ancillary_short_ji_exceptional,3k_main_ancillary_weapon_short_ji_exceptional,0,Martial Ji,"Smaller than its brother, but no less deadly.",weapons/3k_main_ancillary_short_ji_exceptional.png,
3k_main_ancillary_shuang_gu_jian,3k_main_ancillary_weapon_shuang_gu_jian,0,Shuang Gu Jian,"Made especially for Liu Bei at the beginning of his quest, these two swords travel everywhere with him.",weapons/3k_main_ancillary_shuang_gu_jian.png,
3k_main_ancillary_sima_yis_armour_unique,3k_main_ancillary_armour_sima_yis_armour_unique,0,Sima Yi's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_sima_yis_armour_unique.png,
3k_main_ancillary_single_edged_sword_common,3k_main_ancillary_weapon_single_edged_sword_common,0,Ceremonial Sword,More for duty than for combat.,weapons/3k_main_ancillary_ceremonial_sword_common.png,
3k_main_ancillary_six_secret_teachings,3k_main_ancillary_accessory_six_secret_teachings,0,Six Secret Teachings,Much in life requires strategy if success is to be wooed.,accessories/3k_main_ancillary_six_secret_teachings.png,
3k_main_ancillary_south_pointing_chariot,3k_main_ancillary_accessory_south_pointing_chariot,0,South-pointing Chariot,"Wherever you may be, the way home will always be clear.",accessories/3k_main_ancillary_south_pointing_chariot.png,
3k_main_ancillary_spy_master,3k_main_ancillary_follower_spy_master,0,Spy Master,"The gathering of information, and what is done with it afterwards, is an art like any other. ",followers/3k_main_ancillary_spy_master.png,
3k_main_ancillary_stone_archer,3k_main_ancillary_accessory_stone_archer,0,Stone Archer,"This archer may be made from common material, but his eye is uncommon indeed.",accessories/3k_main_ancillary_stone_archer.png,
3k_main_ancillary_stone_axe,3k_main_ancillary_accessory_stone_axe,0,Stone Axe,Preparing for a siege takes an astute individual with a will of granite.,accessories/3k_main_ancillary_stone_axe.png,
3k_main_ancillary_stone_horse,3k_main_ancillary_accessory_stone_horse,0,Stone Horse,Those riders who truly know their steeds remain in the saddle.,accessories/3k_main_ancillary_stone_horse.png,
3k_main_ancillary_stone_monkey,3k_main_ancillary_accessory_stone_monkey,0,Stone Monkey,Respect of hierarchy ensures that the future will be profitable.,accessories/3k_main_ancillary_stone_monkey.png,
3k_main_ancillary_stone_pig,3k_main_ancillary_accessory_stone_pig,0,Stone Pig,"Foreign trade can be lucrative, if you can see the jade through the rubble.",accessories/3k_main_ancillary_stone_pig.png,
3k_main_ancillary_stone_rat,3k_main_ancillary_accessory_stone_rat,0,Stone Rat,The merchant aspires to the rat's innate talents.,accessories/3k_main_ancillary_stone_rat.png,
3k_main_ancillary_stone_rooster,3k_main_ancillary_accessory_stone_rooster,0,Stone Rooster,The rooster brings fortune to any who own him.,accessories/3k_main_ancillary_stone_rooster.png,
3k_main_ancillary_stone_statue_of_confucius,3k_main_ancillary_accessory_stone_statue_of_confucius,0,Stone Statue of Confucius,It may help to gaze upon one's moral guardian before making difficult decisions.,accessories/3k_main_ancillary_stone_statue_of_confucius.png,
3k_main_ancillary_strategies_of_the_warring_states,3k_main_ancillary_accessory_strategies_of_the_warring_states,0,Strategies of the Warring States,"Not all strategy is concerned with arms - wars of the mind, or intrigues of the court, are just as crucial.",accessories/3k_main_ancillary_strategies_of_the_warring_states.png,
3k_main_ancillary_strategist_light_armour_water_common,3k_main_ancillary_armour_strategist_light_armour_water_common,0,Vestments of Learning,"Plain and uncomplicated, for the aspiring student.",armours/3k_main_ancillary_armour_strategist_light_armour_water_common.png,
3k_main_ancillary_strategist_light_armour_water_extraordinary,3k_main_ancillary_armour_strategist_light_armour_water_extraordinary,0,Robe of the Omen Maker,Who would believe a prophet in rags?,armours/3k_main_ancillary_armour_strategist_light_armour_water_extraordinary.png,
3k_main_ancillary_strategist_light_armour_water_refined,3k_main_ancillary_armour_strategist_light_armour_water_refined,0,Tunic of Divination,"Luxurious, expertly made and only for the learned.",armours/3k_main_ancillary_armour_strategist_light_armour_water_refined.png,
3k_main_ancillary_strategist_light_armour_water_unique,3k_main_ancillary_armour_strategist_light_armour_water_unique,0,Waking Dragon,Created by China's greatest living tailor to clothe its greatest living minds.,armours/3k_main_ancillary_armour_strategist_light_armour_water_unique.png,
3k_main_ancillary_sun_ces_armour_unique,3k_main_ancillary_armour_sun_ces_armour_unique,0,Sun Ce's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_sun_ces_armour_unique.png,
3k_main_ancillary_sun_jians_armour_unique,3k_main_ancillary_armour_sun_jians_armour_unique,0,Sun Jian's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_sun_jians_armour_unique.png,
3k_main_ancillary_sun_quans_armour_unique,3k_main_ancillary_armour_sun_quans_armour_unique,0,Sun Quan's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_sun_quans_armour_unique.png,
3k_main_ancillary_taishi_cis_armour_unique,3k_main_ancillary_armour_taishi_cis_armour_unique,0,Taishi Ci's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_taishi_cis_armour_unique.png,
3k_main_ancillary_tao_qians_armour_unique,3k_main_ancillary_armour_tao_qians_armour_unique,0,Tao Qian's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_tao_qians_armour_unique.png,
3k_main_ancillary_tax_collector,3k_main_ancillary_follower_tax_collector,0,Tax Collector,It's a dirty job but someone has to do it.,followers/3k_main_ancillary_tax_collector.png,
3k_main_ancillary_the_blue_blade,3k_main_ancillary_weapon_the_blue_blade,0,The Blue Blade,No armour can resist this sword without equal.,weapons/3k_main_ancillary_the_blue_blade.png,
3k_main_ancillary_the_emperor,3k_main_ancillary_accessory_the_emperor,0,The Emperor,The Huangdi's company alone speaks volumes about his companion's importance.,followers/3k_main_ancillary_the_emperor.png,
3k_main_ancillary_the_methods_of_the_sima,3k_main_ancillary_accessory_the_methods_of_the_sima,0,The Methods of the Sima,The Marshal's Art of War' contains everything a general needs to know or reference.,accessories/3k_main_ancillary_the_methods_of_the_sima.png,
3k_main_ancillary_the_nine_chapters_on_the_mathematical_art,3k_main_ancillary_accessory_the_nine_chapters_on_the_mathematical_art,0,The Nine Chapters on the Mathematical Art,Understanding numbers is the first step towards their control.,accessories/3k_main_ancillary_the_nine_chapters_on_the_mathematical_art.png,
3k_main_ancillary_the_three_strategies_of_the_duke_of_the_yellow_rock,3k_main_ancillary_accessory_the_three_strategies_of_the_duke_of_the_yellow_rock,0,The Three Strategies of the Duke of the Yellow Rock,"Master these 'three points' and victory will not just be in sight, but within reach.",accessories/3k_main_ancillary_the_three_strategies_of_the_duke_of_the_yellow.png,
3k_main_ancillary_trader,3k_main_ancillary_follower_trader,0,Trader,"What many consider to be beneath them, this man sees as his route to riches.",followers/3k_main_ancillary_trader.png,
3k_main_ancillary_trident_halberd,3k_main_ancillary_weapon_trident_halberd,0,Sky Piercer,Lü Bu and his favoured weapon fight as if they were one.,weapons/3k_main_ancillary_trident_halberd.png,
3k_main_ancillary_trust_of_god,3k_main_ancillary_weapon_trust_of_god,0,Trust of God,"One of the finest swords ever created, this is Cao Cao's personal weapon of choice.",weapons/3k_main_ancillary_trust_of_god.png,
3k_main_ancillary_two_handed_axe_common,3k_main_ancillary_weapon_two_handed_axe_common,0,Great Axe,"If it takes two hands just to pick it up, you can imagine what it does to skulls.",weapons/3k_main_ancillary_two_handed_axe_common.png,
3k_main_ancillary_two_handed_axe_exceptional,3k_main_ancillary_weapon_two_handed_axe_exceptional,0,Battle Axe,"""Believe me, you don't want to be on the receiving end.""",weapons/3k_main_ancillary_two_handed_axe_exceptional.png,
3k_main_ancillary_two_handed_axe_refined,3k_main_ancillary_weapon_two_handed_axe_refined,0,Military Great Axe,"To wield this mighty blade you need two hands, and the strength of the ox.",weapons/3k_main_ancillary_two_handed_axe_refined.png,
3k_main_ancillary_two_handed_spear_common,3k_main_ancillary_weapon_two_handed_spear_common,0,Spear,"""No! Pointy end in the air.""",weapons/3k_main_ancillary_two_handed_spear_common.png,
3k_main_ancillary_two_handed_spear_exceptional,3k_main_ancillary_weapon_two_handed_spear_exceptional,0,Heirloom Spear,"""This weapon has seen regimes rise and fall. Not sure it's still fit for purpose, if I'm honest.""",weapons/3k_main_ancillary_two_handed_spear_exceptional.png,
3k_main_ancillary_two_handed_spear_refined,3k_main_ancillary_weapon_two_handed_spear_refined,0,Family Spear,"""Your grandfather used this against the bandits.""",weapons/3k_main_ancillary_two_handed_spear_refined.png,
3k_main_ancillary_two_handed_spear_unique,3k_main_ancillary_weapon_two_handed_spear_unique,0,Ancestral Pledge,"A magnificent weapon, this spear truly embodies the integrity of its bearer.",weapons/3k_main_ancillary_two_handed_spear_unique.png,
3k_main_ancillary_tycoon,3k_main_ancillary_follower_tycoon,0,Tycoon,Commerce is all.,followers/3k_main_ancillary_tycoon.png,
3k_main_ancillary_water_clock,3k_main_ancillary_accessory_water_clock,0,Water Clock,Time's relentless progress can be measured by the flow of water.,accessories/3k_main_ancillary_water_clock.png,
3k_main_ancillary_weapon_ancient_silver_sword,3k_main_ancillary_weapon_ancient_silver_sword,0,Ancient Silver Sword,Forged by the ancients with knowledge long since lost.,weapons/3k_main_ancillary_ancient_silver_sword.png,
3k_main_ancillary_weapon_bow_huang_zhong,3k_main_ancillary_weapon_bow_huang_zhong,0,Heirloom Bow of Huang,"Although a veteran of many battles, like its master, Huang Zhong's bow retains much vigour and vitality.",weapons/3k_main_ancillary_bow_huang_zhong.png,
3k_main_ancillary_weapon_bow_lady_sun,3k_main_ancillary_weapon_bow_lady_sun,0,Cinnabar-red Bow,Able to strike down both man and monster.,weapons/3k_main_ancillary_bow_taishi_ci.png,
3k_main_ancillary_weapon_bow_taishi_ci,3k_main_ancillary_weapon_bow_taishi_ci,0,Breath & Wind,"""His breath became the wind, his voice the thunder.""",weapons/3k_main_ancillary_bow_taishi_ci.png,
3k_main_ancillary_weapon_two_handed_axe_unique,3k_main_ancillary_weapon_two_handed_axe_unique,0,Eater of Courage,So named as even the bravest have turned tail at the sight of it.,weapons/3k_main_ancillary_two_handed_axe_unique.png,
3k_main_ancillary_wei_liaozi,3k_main_ancillary_accessory_wei_liaozi,0,Wei Liaozi,"War does not concern itself with battle alone - the council chamber can be just as much the battlefield, and words its weapons.",accessories/3k_main_ancillary_wei_liaozi.png,
3k_main_ancillary_white_elite,3k_main_ancillary_mount_white_elite,0,White Elite,Truly the lord of all horses.,mounts/3k_main_ancillary_white_elite.png,
3k_main_ancillary_white_horse,3k_main_ancillary_mount_white_horse,0,White Horse,More than adequate for average journeys.,mounts/3k_main_ancillary_white_horse.png,
3k_main_ancillary_white_stallion,3k_main_ancillary_mount_white_stallion,0,White Stallion,A superior specimen indeed.,mounts/3k_main_ancillary_white_stallion.png,
3k_main_ancillary_white_thoroughbred,3k_main_ancillary_mount_white_thoroughbred,0,White Thoroughbred,This horse has shown great promise at an exceptionally young age.,mounts/3k_main_ancillary_white_thoroughbred.png,
3k_main_ancillary_wooden_dog,3k_main_ancillary_accessory_wooden_dog,0,Wooden Dog,Vermin must be controlled in the afterlife as it is on this mortal coil.,accessories/3k_main_ancillary_wooden_dog.png,
3k_main_ancillary_wooden_fish,3k_main_ancillary_accessory_wooden_fish,0,Wooden Fish,"The dead have to eat, you know.",accessories/3k_main_ancillary_wooden_fish.png,
3k_main_ancillary_wooden_ox,3k_main_ancillary_accessory_wooden_ox,0,Wooden Ox,"Such an object ensures the peasant has a means of income, even after death.",accessories/3k_main_ancillary_wooden_ox.png,
3k_main_ancillary_wuzi,3k_main_ancillary_accessory_wuzi,0,Wuzi,"Let the unfolding situation guide your thoughts, and then your hand.",accessories/3k_main_ancillary_wuzi.png,
3k_main_ancillary_xiahou_duns_armour_unique,3k_main_ancillary_armour_xiahou_duns_armour_unique,0,Xiahou Dun's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_xiahou_duns_armour_unique.png,
3k_main_ancillary_xiahou_yuans_armour_unique,3k_main_ancillary_armour_xiahou_yuans_armour_unique,0,Xiahou Yuan's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_xiahou_yuans_armour_unique.png,
3k_main_ancillary_xu_chus_armour_unique,3k_main_ancillary_armour_xu_chus_armour_unique,0,Xu Chu's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_xu_chus_armour_unique.png,
3k_main_ancillary_xu_huangs_armour_unique,3k_main_ancillary_armour_xu_huangs_armour_unique,0,Xu Huang's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_xu_huangs_armour_unique.png,
3k_main_ancillary_yellow_hoofed_thunder,3k_main_ancillary_mount_yellow_hoofed_thunder,0,Yellow-hoofed Thunder,"Cao Cao's favourite steed, if the stories are to be believed.",mounts/3k_main_ancillary_yellow_hoofed_thunder.png,
3k_main_ancillary_yuan_shaos_armour_unique,3k_main_ancillary_armour_yuan_shaos_armour_unique,0,Yuan Shao's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_yuan_shaos_armour_unique.png,
3k_main_ancillary_yuan_shus_armour_unique,3k_main_ancillary_armour_yuan_shus_armour_unique,0,Yuan Shu's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_yuan_shus_armour_unique.png,
3k_main_ancillary_yue_jins_armour_unique,3k_main_ancillary_armour_yue_jins_armour_unique,0,Yue Jin's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_yue_jins_armour_unique.png,
3k_main_ancillary_zhang_feis_armour_unique,3k_main_ancillary_armour_zhang_feis_armour_unique,0,Zhang Fei's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhang_feis_armour_unique.png,
3k_main_ancillary_zhang_liaos_armour_unique,3k_main_ancillary_armour_zhang_liaos_armour_unique,0,Zhang Liao's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhang_liaos_armour_unique.png,
3k_main_ancillary_zhang_lus_armour_unique,3k_main_ancillary_armour_zhang_lus_armour_unique,0,Zhang Lu's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhang_lus_armour_unique.png,
3k_main_ancillary_zhang_yans_armour_unique,3k_main_ancillary_armour_zhang_yans_armour_unique,0,Zhang Yan's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhang_yan_armour_unique.png,
3k_main_ancillary_zhao_yuns_armour_unique,3k_main_ancillary_armour_zhao_yuns_armour_unique,0,Zhao Yun's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhao_yuns_armour_unique.png,
3k_main_ancillary_zheng_jiangs_armour_unique,3k_main_ancillary_armour_zheng_jiangs_armour_unique,0,Zheng Jiang's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zheng_jiangs_armour_unique.png,
3k_main_ancillary_zhou_yus_armour_unique,3k_main_ancillary_armour_zhou_yus_armour_unique,0,Zhou Yu's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhou_yus_armour_unique.png,
3k_main_ancillary_zhuangzi,3k_main_ancillary_accessory_zhuangzi,0,Zhuangzi,Simple tales belie great truths to live and die by.,accessories/3k_main_ancillary_zhuangzi.png,
3k_main_ancillary_zhuge_liangs_armour_unique,3k_main_ancillary_armour_zhuge_liangs_armour_unique,0,Zhuge Liang's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_main_ancillary_zhuge_liangs_armour_unique.png,
3k_main_ceo_node_career_generated_agent_earth_01,3k_main_ceo_node_career_generated_agent_earth_01,0,Preacher,"A zealously made point, delivered with wild-eyed conviction, can inspire and incite even the staunchest non-believer.",UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_discipline_aescetic
3k_main_ceo_node_career_generated_agent_fire_01,3k_main_ceo_node_career_generated_agent_fire_01,0,Guerrilla,"""We might be vastly outnumbered, but never underestimate the element of surprise!""",UI/Campaign UI/traits/icon_relentless_good.png,3k_main_opinion_topic_set_determination_defiant
3k_main_ceo_node_career_generated_agent_metal_01,3k_main_ceo_node_career_generated_agent_metal_01,0,Agent,"""I am charged with a duty that I am honour-bound to prosecute. Stand aside.""",UI/Campaign UI/traits/icon_stalwart_good.png,3k_main_opinion_topic_set_caution_elusive
3k_main_ceo_node_career_generated_agent_water_01,3k_main_ceo_node_career_generated_agent_water_01,0,Manipulator,"Always working behind the scenes, this individual is a master of intrigue.",UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_vice_deceitful
3k_main_ceo_node_career_generated_agent_wood_01,3k_main_ceo_node_career_generated_agent_wood_01,0,Local Hero,"Not all heroes wear armour. But some, also, do.",UI/Campaign UI/traits/icon_creative_good.png,3k_main_opinion_topic_set_goodness_selfless
3k_main_ceo_node_career_generated_envoy_earth_01,3k_main_ceo_node_career_generated_envoy_earth_01,0,Outsider,"Accepted by their surrogate family, but nevertheless still a fish out of water.",UI/Campaign UI/traits/icon_anti-social_good.png,3k_main_opinion_topic_set_discretion_solitary
3k_main_ceo_node_career_generated_envoy_fire_01,3k_main_ceo_node_career_generated_envoy_fire_01,0,Militant,"When war comes, those who stay ready are first to be called.",UI/Campaign UI/traits/icon_feared_good.png,3k_main_opinion_topic_set_intimidation_vengeful
3k_main_ceo_node_career_generated_envoy_metal_01,3k_main_ceo_node_career_generated_envoy_metal_01,0,Trader,"People-skills, coupled to an aptitude for business, make this one a crafty merchant indeed.",UI/Campaign UI/traits/icon_bright_good.png,3k_main_opinion_topic_set_intelligence_bright
3k_main_ceo_node_career_generated_envoy_water_01,3k_main_ceo_node_career_generated_envoy_water_01,0,Advisor,"There is no worse enemy than bad advice, and few better friends than a wise confidant.",UI/Campaign UI/traits/icon_wise_good.png,3k_main_opinion_topic_set_intelligence_wise
3k_main_ceo_node_career_generated_envoy_wood_01,3k_main_ceo_node_career_generated_envoy_wood_01,0,Village Chief,"To lead a community takes confidence, focus and integrity, which this one has in abundance.",UI/Campaign UI/traits/icon_social_good.png,3k_main_opinion_topic_set_charisma_charismatic
3k_main_ceo_node_career_generated_general_earth_01,3k_main_ceo_node_career_generated_general_earth_01,0,Officer,"It is better to have an army of donkeys led by a tiger, than an army of tigers led by a donkey.",UI/Campaign UI/traits/icon_loyal_good.png,3k_main_opinion_topic_set_loyalty_dutiful
3k_main_ceo_node_career_generated_general_fire_01,3k_main_ceo_node_career_generated_general_fire_01,0,Warrior,"Any simpleton can wield a weapon and fight, but a resolute acceptance of death marks out the true warrior.",UI/Campaign UI/traits/icon_brave_good.png,3k_main_opinion_topic_set_bravery_brave
3k_main_ceo_node_career_generated_general_metal_01,3k_main_ceo_node_career_generated_general_metal_01,0,Guard,"A stalwart protector, they never fall asleep at their post.",UI/Campaign UI/traits/icon_stalwart_good.png,3k_main_opinion_topic_set_perception_vigilant
3k_main_ceo_node_career_generated_general_water_01,3k_main_ceo_node_career_generated_general_water_01,0,Tactician,"When it comes to strategy and battlefield manoeuvres, the devil is very much in the detail.",UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_main_ceo_node_career_generated_general_wood_01,3k_main_ceo_node_career_generated_general_wood_01,0,Militia Veteran,"This veteran has seen it all, done it all, and he will almost certainly tell you about it, given the chance.",UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_discipline_disciplinarian
3k_main_ceo_node_career_generated_governor_earth_01,3k_main_ceo_node_career_generated_governor_earth_01,0,Peacekeeper,Conflict must be prevented by any means necessary.,UI/Campaign UI/traits/icon_friendly_good.png,3k_main_opinion_topic_set_diplomatic_pacifist
3k_main_ceo_node_career_generated_governor_fire_01,3k_main_ceo_node_career_generated_governor_fire_01,0,Inspector,"Paying close attention to detail, this one is always aware of the goings-on in their jurisdiction.",UI/Campaign UI/traits/icon_wise_good.png,3k_main_opinion_topic_set_perception_perceptive
3k_main_ceo_node_career_generated_governor_metal_01,3k_main_ceo_node_career_generated_governor_metal_01,0,Clerk,"An expert notary, they know that effective record-keeping is only achieved through stubborn diligence.",UI/Campaign UI/traits/icon_intelligent_good.png,3k_main_opinion_topic_set_intelligence_clever
3k_main_ceo_node_career_generated_governor_water_01,3k_main_ceo_node_career_generated_governor_water_01,0,Academic,"This one sees the value of institutionalised learning, and has embraced it.",UI/Campaign UI/traits/icon_intelligent_good.png,3k_main_opinion_topic_set_intelligence_scholarly
3k_main_ceo_node_career_generated_governor_wood_01,3k_main_ceo_node_career_generated_governor_wood_01,0,Farmer,"""This is what real hard work smells like – blood, sweat and animal faeces.""",UI/Campaign UI/traits/icon_humble_good.png,3k_main_opinion_topic_set_honour_humble
3k_main_ceo_node_career_generated_minister_earth_01,3k_main_ceo_node_career_generated_minister_earth_01,0,Magistrate,"An important cog of law administration, who is no stranger to the pressures of bureaucracy.",UI/Campaign UI/traits/icon_trustworthy_good.png,3k_main_opinion_topic_set_intelligence_artful
3k_main_ceo_node_career_generated_minister_fire_01,3k_main_ceo_node_career_generated_minister_fire_01,0,Partisan,"Always led by conviction, this one exhibits clear bias in their opinions.",UI/Campaign UI/traits/icon_tolerant_good.png,3k_main_opinion_topic_set_diplomatic_populist
3k_main_ceo_node_career_generated_minister_metal_01,3k_main_ceo_node_career_generated_minister_metal_01,0,Tax Collector,"Tax collection is a necessary evil, as are its instruments.",UI/Campaign UI/traits/icon_greedy_good.png,3k_main_opinion_topic_set_vice_greedy
3k_main_ceo_node_career_generated_minister_water_01,3k_main_ceo_node_career_generated_minister_water_01,0,Mediator,This person knows how to divide the cake in such a way that everyone believes they have the biggest slice.,UI/Campaign UI/traits/icon_social_good.png,3k_main_opinion_topic_set_diplomatic_cordial
3k_main_ceo_node_career_generated_minister_wood_01,3k_main_ceo_node_career_generated_minister_wood_01,0,Filial & Pious,"""Respect for parents, elders, and ancestors is the root of all virtue, the stem from which all moral teachings grow.""",UI/Campaign UI/traits/icon_honourable_good.png,3k_main_opinion_topic_set_honour_honourable
3k_main_ceo_node_career_generated_villager_earth_01,3k_main_ceo_node_career_generated_villager_earth_01,0,Scout,"Ranging forward, this general guards the troops against threats from without.",UI/Campaign UI/traits/icon_hesitant_good.png,3k_main_opinion_topic_set_caution_cautious
3k_main_ceo_node_career_generated_villager_fire_01,3k_main_ceo_node_career_generated_villager_fire_01,0,Hunter,"Expert with the bow, they are able to strike their quarry from quite a distance.",UI/Campaign UI/traits/icon_cowardly_good.png,3k_main_opinion_topic_set_ability_agile
3k_main_ceo_node_career_generated_villager_metal_01,3k_main_ceo_node_career_generated_villager_metal_01,0,Lookout,"Keen eyesight enables this person to spot the enemy clearly, even under cover of night.",UI/Campaign UI/traits/icon_stalwart_good.png,3k_main_opinion_topic_set_perception_vigilant
3k_main_ceo_node_career_generated_villager_water_01,3k_main_ceo_node_career_generated_villager_water_01,0,Savant,"A most prodigious talent, beyond anything anyone has ever seen.",UI/Campaign UI/traits/icon_reckless_good.png,3k_main_opinion_topic_set_intelligence_brilliant
3k_main_ceo_node_career_generated_villager_wood_01,3k_main_ceo_node_career_generated_villager_wood_01,0,Labourer,"They toil so that others don't have to, presumably. It is the order of things.",UI/Campaign UI/traits/icon_creative_good.png,3k_main_opinion_topic_set_strength_tough
3k_main_ceo_node_career_historical_cai_mao_01,3k_main_ceo_node_career_historical_cai_mao_01,0,Competent Sailor,"Cai Mao is adept of naval combat, and a budding admiral.",UI/Campaign UI/traits/icon_creative_good.png,3k_main_opinion_topic_set_virtue_resourceful
3k_main_ceo_node_career_historical_cao_ang_01,3k_main_ceo_node_career_historical_cao_ang_01,0,Prince Min,"Cao Ang’s fate is to one day be prince of the House of Cao, be it in life or in death.",UI/Campaign UI/traits/icon_impeccable_good.png,3k_main_opinion_topic_set_attractive_impeccable
3k_main_ceo_node_career_historical_cao_cao_01,3k_main_ceo_node_career_historical_cao_cao_01,0,Strategic Mastermind,"The wily Cao Cao sees opportunity in the hardships of others, skewing things to his advantage.",UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_main_ceo_node_career_historical_cao_pi_01,3k_main_ceo_node_career_historical_cao_pi_01,0,Political Animal,"""In war, you can only be killed once, but in politics, many times.""",UI/Campaign UI/traits/icon_ambitious_good.png,3k_main_opinion_topic_set_determination_ambitious
3k_main_ceo_node_career_historical_cao_ren_01,3k_main_ceo_node_career_historical_cao_ren_01,0,Brave Hunter,"The skills of a fearless outdoorsman – horse-riding, archery, and hunting – make Cao Ren a valued battlefield ally.",UI/Campaign UI/traits/icon_cowardly_good.png,3k_main_opinion_topic_set_ability_agile
